title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
威凯商邸精装修三房，看房方便。配套齐全,0,128.0,19699,未知年建,江汉,3室1厅1厨1卫,中楼层 (共20层),64.98㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯十一户,有,2021-05-25,商品房,2021-03-31,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210525yZt1k,"地铁,随时看房"
大开发商，经典两房户型，物业好，环境优美,0,130.0,15897,2018,硚口,2室2厅1厨1卫,高楼层 (共47层),81.78㎡,平层,暂无数据,板楼,南,钢混结构,其他,四梯六户,有,2021-05-25,商品房,2019-10-29,普通住宅,未满两年,非共有,无抵押,已上传房本照片,	20201211RFUak,VR看装修
业主急卖，大三房，精装修，采光极好，户型方正,0,110.0,9613,未知年建,沌口开发区,3室2厅2厨1卫,高楼层 (共6层),114.43㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,2021-05-22,商品房,2010-01-13,普通住宅,满五年,共有,无抵押,已上传房本照片,20210522B4jx5,"地铁,VR房源,房本满五年"
监狱管理局暖气3房 看房有钥匙,1,350.0,32547,1990,武昌,3室1厅1厨1卫,中楼层 (共7层),107.54㎡,平层,95.41㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,2021-05-25,房改房,2017-05-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210526CkD2i,"地铁,VR看装修,房本满两年,随时看房"
大华南湖公园世家一楼带地下室房子153万出售,4,153.0,26416,2009,洪山,1室1厅1厨1卫,低楼层 (共18层),57.92㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2019-10-11,普通住宅,未满两年,共有,有抵押 95万元 建设银行,已上传房本照片,20210524RGSje,VR房源
堤角城开星园 坐拥新荣双地铁堤角公园 中间楼层公摊小,0,120.0,18783,未知年建,江岸,2室1厅1厨1卫,中楼层 (共7层),63.89㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2021-05-25,商品房,2021-05-25,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210525hEGf1,"地铁,VR房源,随时看房"
百瑞景中央生活区六期 3室2厅 南,6,380.0,34318,2017,武昌,3室2厅1厨1卫,中楼层 (共45层),110.73㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2021-05-27,商品房,2019-10-08,普通住宅,未满两年,非共有,有抵押,已上传房本照片,20200101sBGCP,"VR看装修,随时看房"
此房老证近宜家园博园空气好业主诚心卖拎包入住,2,115.0,14897,2011,硚口,2室1厅1厨1卫,高楼层 (共18层),77.2㎡,平层,61.79㎡,板塔结合,东南,钢混结构,其他,一梯四户,有,2021-05-21,商品房,2012-12-28,普通住宅,满五年,共有,无抵押,已上传房本照片,20210521YWhvS,"VR房源,房本满五年"
精装修，三房诚心出售.随时看房,0,140.0,15652,未知年建,江夏,3室2厅1厨1卫,低楼层 (共25层),89.45㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-27,商品房,2021-05-14,普通住宅,未满两年,非共有,有抵押 80万元 平安银行 业主自还,已上传房本照片,20210528Jg1xj ,随时看房
次新小区，人车分流，采光好，交通方便,0,143.0,11056,2019,黄陂,4室2厅1厨2卫,低楼层 (共30层),129.35㎡,暂无数据,100.26㎡,板楼,东南,钢混结构,毛坯,两梯四户,有,2021-05-26,商品房,2020-09-22,普通住宅,未满两年,共有,有抵押 40万元 未知 客户偿还,已上传房本照片,20210526pdXAB,
此房满五唯一，房东诚心出售，后期税费少。,3,130.0,9702,2012,黄陂,3室2厅1厨2卫,高楼层 (共11层),134㎡,平层,111.33㎡,板楼,南 北,钢混结构,简装,一梯两户,有,2021-05-27,商品房,2015-04-15,普通住宅,满五年,共有,有抵押 50万元 建设银行 客户偿还,已上传房本照片,20200415wixRY,"VR看装修,房本满五年,随时看房"
麦郡少有的小三房，中间楼层，随时看房,0,168.0,18900,2015,东湖高新,3室2厅1厨1卫,中楼层 (共17层),88.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,2021-05-23,商品房,2016-08-09,普通住宅,满两年,非共有,有抵押 30万元,已上传房本照片,20210523po7Ud,"VR看装修,房本满两年"
楼栋位置好 朝南大阳台 户型方正 居家之选,4,195.0,22276,2019,江汉,2室2厅1厨1卫,中楼层 (共45层),87.54㎡,平层,66.33㎡,板楼,南,钢混结构,简装,两梯四户,有,2021-05-26,商品房,2021-05-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202105268drwY,"地铁,VR房源,随时看房"
此房户型方正，采光好，超大阳台，高楼层,0,96.0,6011,未知年建,新洲,4室2厅1厨3卫,高楼层 (共22层),159.72㎡,暂无数据,132.21㎡,板楼,南 北,钢混结构,其他,二十梯四户,有,2021-05-24,商品房,2017-07-07,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200102Dyi40,房本满两年
发展大道竹叶新村 中低楼层 采光好 有钥匙看房,0,126.0,15229,1992,江岸,2室1厅1厨1卫,中楼层 (共8层),82.74㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯两户,无,2021-05-22,商品房,2020-11-13,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210508vm38Y,"地铁,VR房源,随时看房"
世茂云锦玉海园 3室1厅 南 北,0,195.0,16659,2018,洪山,3室1厅1厨1卫,高楼层 (共34层),117.06㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,2021-05-26,商品房,2020-12-04,普通住宅,未满两年,共有,有抵押,已上传房本照片,20210112tfk2p,
保利圆梦城十区 3室2厅 南,0,72.0,7341,未知年建,新洲,3室2厅1厨2卫,低楼层 (共34层),98.08㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,2021-05-24,商品房,2020-10-15,普通住宅,未满两年,非共有,有抵押 35万元,已上传房本照片,20201020Pol5Z,"VR房源,随时看房"
保利圆梦城金玉苑 5室3厅 南,1,228.0,13125,未知年建,新洲,5室3厅2厨3卫,低楼层 (共3层),173.72㎡,暂无数据,南,钢混结构,其他,联排,2021-05-24,商品房,2017-10-13,别墅,满两年,共有,无抵押,已上传房本照片,20210526SmeNu,"房本满两年,随时看房"
保利圆梦城三区 3室1厅 南,0,95.0,7468,2012,新洲,3室1厅1厨2卫,低楼层 (共11层),127.22㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯两户,有,2021-05-24,商品房,2019-08-08,普通住宅,未满两年,共有,有抵押 50万元,已上传房本照片,20191229gfp5Y,VR看装修
世茂龙湾一期南湖半岛 3室2厅 南,0,119.0,11127,2015,蔡甸,3室2厅1厨2卫,中楼层 (共18层),106.95㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,20200423ohdcO,"VR看装修,随时看房"
东方夏威夷国际花园 3室2厅 南 北,0,280.0,14749,未知年建,蔡甸,3室2厅1厨3卫,低楼层 (共3层),189.85㎡,暂无数据,南 北,钢混结构,毛坯,联排,2021-05-21,商品房,2007-07-19,别墅,满五年,共有,无抵押,已上传房本照片,20210424nAcBC,房本满五年
天佑医院旁静安上城，通透三房，满五唯一,3,310.0,25448,2009,武昌,3室2厅1厨2卫,低楼层 (共17层),121.82㎡,暂无数据,96.22㎡,板塔结合,南,钢混结构,精装,两梯三户,有,2021-05-22,商品房,2014-01-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210522W7jpY,房本满五年
江汉二环+双地铁+双公园+CBD商务区+电梯老证+通透两房,0,155.0,19776,2011,江汉,2室2厅1厨1卫,中楼层 (共11层),78.38㎡,平层,61.05㎡,板楼,南,钢混结构,其他,两梯三户,有,2021-05-24,商品房,2012-05-19,普通住宅,满五年,共有,无抵押,已上传房本照片,20210524a6AMj,"VR看装修,房本满五年"
万达商圈 F雅园  两室两厅 老证税低 随时看房,1,99.0,11895,2010,黄陂,2室2厅1厨1卫,中楼层 (共11层),83.23㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2021-05-21,商品房,2011-11-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210522fAlMb,"VR看装修,房本满五年,随时看房"
精装修，采光充足，配套齐全，交通便利，有露台,0,196.0,19853,未知年建,东西湖,3室2厅1厨1卫,低楼层 (共26层),98.73㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2021-05-11,普通住宅,未满两年,非共有,无抵押,已上传房本照片,2021051821h6i,"地铁,VR看装修,随时看房"
华农旁 朝南两房 精装拎包入住 诚心出售,1,159.0,18304,2014,洪山,2室2厅1厨1卫,中楼层 (共33层),86.87㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-21,商品房,2014-10-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200115LM8aj,"VR看装修,房本满五年"
佳兆业滨江壹号 4室1厅 南 北,0,215.0,15168,2014,汉阳,4室1厅1厨2卫,高楼层 (共48层),141.75㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,2021-05-24,商品房,2018-12-20,普通住宅,满两年,非共有,有抵押 140万元 招商 客户偿还,已上传房本照片,20210526M839Y,房本满两年
房子保养的很好，户型很好采光视野都很好，满五唯一,0,149.8,11168,2012,黄陂,3室2厅1厨2卫,中楼层 (共11层),134.14㎡,平层,115.92㎡,板楼,南,钢混结构,精装,一梯四户,有,2021-05-22,商品房,2014-07-21,普通住宅,满五年,共有,无抵押,已上传房本照片,20210524U8GtY,"地铁,VR看装修,房本满五年"
标准大三房，中间楼层，楼层好采光充足！,0,268.0,32119,2008,青山,3室2厅1厨2卫,中楼层 (共11层),83.44㎡,平层,69.23㎡,塔楼,南 东,钢混结构,其他,一梯三户,有,2021-05-21,商品房,2010-04-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200102R0r4d,"VR房源,房本满五年,随时看房"
美林精装修中层两居室，保养极好，诚意出售！,0,220.0,25000,2016,武昌,2室2厅1厨1卫,中楼层 (共18层),88㎡,平层,70.7㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2011-01-30,普通住宅,满五年,共有,无抵押,已上传房本照片,20210525Ofjbo,"VR房源,房本满五年"
粤汉里幸福小院  精装修小三房 拎包入住,2,178.0,20809,未知年建,武昌,3室1厅1厨1卫,中楼层 (共7层),85.54㎡,平层,73.07㎡,板楼,东南,钢混结构,精装,一梯两户,暂无数据,2021-05-27,商品房,2013-05-02,普通住宅,满五年,非共有,有抵押 15万元 建设银行 业主自还,已上传房本照片,20200912ew6eD,"VR房源,房本满五年,随时看房"
水陆小区 2室1厅 南,0,128.0,20448,1998,武昌,2室1厅1厨1卫,中楼层 (共8层),62.6㎡,暂无数据,52.49㎡,塔楼,南,钢混结构,简装,一梯两户,无,2021-05-25,商品房,2009-10-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210528I9yef,"地铁,房本满五年,随时看房"
特一号小区单价低顶楼复式格局好南北通透,2,150.0,15757,未知年建,硚口,2室1厅1厨1卫,高楼层 (共7层),95.2㎡,复式,暂无数据,塔楼,南 北,钢混结构,简装,一梯两户,无,2021-05-21,商品房,2016-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210518iviL3,"地铁,VR房源,房本满五年,随时看房"
古田五路洺悦府 四中旁 大平层 居住体验棒 采光无忧,0,420.0,24996,2018,硚口,4室2厅1厨3卫,中楼层 (共17层),168.03㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯两户,有,2021-05-21,商品房,2021-05-11,普通住宅,未满两年,共有,无抵押,已上传房本照片,202105212aHqy,"VR看装修,随时看房"
高富生活广场 3室2厅 东南,1,362.0,24124,1995,江岸,3室2厅1厨2卫,中楼层 (共7层),150.06㎡,暂无数据,暂无数据,板楼,东南,钢混结构,其他,一梯两户,有,2021-05-21,商品房,2017-12-06,普通住宅,满两年,共有,无抵押,已上传房本照片,20210123a6EuB,"地铁,房本满两年"
温馨小两房，格局方正，中楼层，自住装修。。。。。,0,88.0,15732,2009,汉阳,2室1厅1厨1卫,中楼层 (共7层),55.94㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯四户,无,2021-05-21,商品房,2017-12-22,普通住宅,满两年,非共有,有抵押 10几万 客户偿还,已上传房本照片,20200112xtieL,"VR看装修,房本满两年"
怡和苑电梯中高层南北通透，不临街满五唯一过户费低！,3,248.0,21195,2004,江岸,3室1厅1厨1卫,中楼层 (共11层),117.01㎡,平层,100.13㎡,板楼,北 南,钢混结构,精装,一梯两户,有,2021-05-26,商品房,2021-05-26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20200919akXIl,
锦绣龙城精装大两房，户型方正，诚意出售,1,160.0,17277,2009,东湖高新,2室1厅1厨1卫,低楼层 (共11层),92.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,2021-05-26,商品房,2018-07-14,普通住宅,满两年,共有,有抵押 70万元 客户偿还,已上传房本照片,20210225Gi9YC,"VR看装修,房本满两年"
保利三区  新洲一中  老证 一梯2户 洋房   稀有资源,0,95.0,7477,2010,新洲,3室1厅1厨2卫,中楼层 (共11层),127.06㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯两户,有,2021-05-24,商品房,2018-06-18,普通住宅,满两年,共有,无抵押,已上传房本照片,20210403Y5DOs,"VR房源,房本满两年,随时看房"
菩提苑一期精装修两房  楼层好  业主诚心出售,0,135.0,15740,2015,江夏,2室2厅1厨1卫,高楼层 (共30层),85.77㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2017-11-01,普通住宅,满两年,共有,无抵押,已上传房本照片,20210524qc1fA,"地铁,房本满两年"
诚意出售 中间楼层 证满2年 保利大社区 物业好 楼层好,1,76.0,7725,2012,新洲,3室2厅1厨1卫,高楼层 (共18层),98.39㎡,平层,81.01㎡,板楼,南,钢混结构,其他,两梯四户,有,2021-05-24,商品房,2018-07-02,普通住宅,满两年,共有,无抵押,已上传房本照片,20210402g3ywA,"VR看装修,房本满两年,随时看房"
欢家居出品必是精品 汉口秀园 交通便利 总价低2房,1,160.0,19661,2011,江汉,2室2厅1厨1卫,中楼层 (共30层),81.38㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-25,商品房,2016-12-19,普通住宅,满两年,非共有,有抵押,已上传房本照片,20210521G8Xek,"地铁,VR房源,房本满两年"
小东门地铁口，中间楼层，视野可看黄鹤楼,1,210.0,22286,1998,武昌,2室2厅1厨1卫,中楼层 (共8层),94.23㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,无,2021-05-26,商品房,1999-01-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105261UcjK,"地铁,VR房源,房本满五年,随时看房"
十四小区，南北三居室，老证有xue位，靠谱出售！,0,252.0,20157,2002,东西湖,3室2厅1厨2卫,低楼层 (共12层),125.02㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,有,2021-05-26,商品房,2005-07-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526322EN,房本满五年
朝南的四房小高层，中间楼层采光好，,0,180.0,12220,2011,蔡甸,4室2厅1厨2卫,高楼层 (共18层),147.3㎡,平层,123.69㎡,塔楼,南,钢混结构,其他,两梯四户,有,2021-05-21,商品房,2019-09-29,普通住宅,未满两年,共有,有抵押,已上传房本照片,2021052285x6x ,"VR看装修,随时看房"
沙湖一线湖景房，次新房，诚心出售！,0,470.0,33955,2008,武昌,3室2厅1厨2卫,高楼层 (共25层),138.42㎡,暂无数据,112.17㎡,板楼,南,钢混结构,毛坯,两梯三户,有,2021-05-28,商品房,2021-05-28,普通住宅,未满两年,非共有,有抵押 298万元 业主自还,已上传房本照片,20210528XAscl,随时看房
三星公寓 夹河社区，老证，光线不错,0,122.0,14604,1998,汉阳,2室2厅1厨1卫,高楼层 (共7层),83.54㎡,暂无数据,73.16㎡,板楼,南,混合结构,其他,一梯两户,无,2021-05-21,商品房,2013-06-13,普通住宅,满五年,共有,有抵押 20万元 未知 业主自还,已上传房本照片,20210521lwgsL,房本满五年
精装修 采光优质 房间通透性好,0,380.0,18906,2012,东西湖,4室1厅1厨1卫,高楼层 (共32层),201㎡,暂无数据,暂无数据,板楼,北 南,钢混结构,精装,两梯四户,有,2021-05-21,商品房,2020-12-04,普通住宅,未满两年,非共有,有抵押,已上传房本照片,20210521uP9VY,
新城璟棠 3室2厅 东南,0,195.0,18341,未知年建,汉阳,3室2厅1厨2卫,中楼层 (共33层),106.32㎡,平层,98㎡,板塔结合,东南,钢混结构,精装,一梯三户,暂无数据,2021-05-24,商品房,2021-04-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210524BvaJI,VR房源
汀香老证大三房 户型通透 精装修采光充足宜居住,0,150.0,11237,2003,东西湖,3室2厅1厨2卫,中楼层 (共6层),133.49㎡,暂无数据,暂无数据,板楼,南 北,混合结构,其他,一梯两户,无,2021-05-21,商品房,2016-05-06,普通住宅,满五年,共有,无抵押,已上传房本照片,20210525SLYv3,房本满五年
花桥二村 2室1厅 南 北,1,109.0,14932,1993,江岸,2室1厅1厨1卫,高楼层 (共8层),73㎡,暂无数据,暂无数据,塔楼,南 北,混合结构,简装,一梯三户,无,2021-05-23,商品房,2011-03-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200103dAPev,"地铁,VR看装修,房本满五年,随时看房"
新上 老证一期南北通透小洋房 带电梯 邻轻轨 户型方正,0,290.0,20380,2006,硚口,3室2厅1厨2卫,低楼层 (共11层),142.3㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,2021-05-21,商品房,2015-02-03,普通住宅,满五年,非共有,暂无数据,已上传房本照片,20210521stGmi,"地铁,VR房源,房本满五年"
